SCHAEFFLER FRANCE SAS USINE AUTOMOBILE*INA;93 route de Bitche;67506;Haguenau;1;13;3055
ANDERTON CASTING SAS;7 Rue Adrienne Bolland;42160;ANDREZIEUX-BOUTHEON;1;13;3081
FILEUROPE VOSGES;ZI 4 LA BOULEE SUD;88700;RAMBERVILLERS;1;13;3100
FLUID SYSTEM;;;;1;13;3101
FOCAST SAINT DIZIER;chemin du Closot;52100;SAINT DIZIER;1;13;3118
BONZI EMBALLAGE;;74;CHAUMONTET;1;13;3131
BOMBARDIER TRANSPORT CRESPIN;Place des Ateliers, BP1;59154;CRESPIN;1;17;1355
CMI DEFENSE;avenue Alfred Deponthière,44;B-4431;ANS;1;17;1554
EQUATION *E-LIANCE;17/25 Rue du TreyveBP 101;42003;SAINT-ETIENNE Cedex 01;1;14;2219
TOTAL;Techniques de Développement et d'Opérations2 Place Jean Millier;92078;PARIS LA DEFENSE CEDEX;1;3;1049
AQUITAINE ELECTRONIQUE;impasse du Ger;64121;SERRES CASTET;1;3;2553
TFE (TECHNIQUES FRANCAISES D'EXPORT);Zone Euro 200014 avenue de la dame BP 7;30132;Caissargues;1;3;2620
ENGIE * AXIMA;;;;1;3;2720
TOTAL RAFFINAGE CHIMIE;Total Recherche et technologie Gonfreville;76700;Harfleur;1;3;2751
SKILLS4;Technopole HelioParc2 avenue Pierre Angot;64053;Pau;1;3;2793
GROUPE SURVEY;Chemin d'Enrobert;32200;Gimont;1;3;2794
DELTAFLUID;Chgemin. les Augas;64170;LACQ;1;3;2975
TIGF;49 avenue DufauBP 522;64000;Pau;1;3;2976
DANDOY;Zone 5Mollem 502;B-1730;MOLLEN (ASSE);1;14;2578
DANDOY;Zone 5Mollem 502;B-1730;MOLLEN (ASSE);1;14;2578
EGETRA;ZAC de l'Arsenal9/17 rue André Sentuc;69200;VENISSIEUX;1;14;2634
ACCEPT;9 Rue Laurent de LavoisierBP 106;26802;PORTES-LES-VALENCE;1;14;6
ADDMETAL;;;;1;14;13
AXXICON MOULDS EINDHOVEN B.V.;;;;1;14;86
CENPAC TOULOUSE;16, rue Jean Monnet;31240;Saint-Jean;1;14;170
GEODIS LOGISTICS SAINT QUENTIN FALLAVIER;3 rue des Chapelles;38070;SAINT QUENTIN FALLAVIER;1;14;388
IONBOND B.V.;;;;1;14;462
NMC S.A.;;;;1;14;632
OERLEMANS PACKAGING B.V.;;;;1;14;652
RECTICEL NV;;;;1;14;749
VITALO N.V.;;;;1;14;1018
RENAULT GRAND COURONNE;Boulevard du Grand Aulnay;76530;Grand Couronne;1;14;1056
GGB FRANCE EURL;65 Chemin de la Prairie;74009;ANNECY Cedex;1;14;1058
GEFCO BELFORT;;;;1;14;1089
LE BELIER;;33240;VERAC;1;14;1093
IXMECA - CHANTELOUP;ZAC des CettonsRue Panhard Levassor;78570;CHANTELOUP LES VIGNES;1;14;1096
CENPAC SUD OUEST BORDEAUX;31, avenue de la Poterie;33170;GRADIGNAN;1;14;1139
CGEC CATALA;ZAE  - rue Nadar;95320;Saint- leu la Forêt;1;14;1150
PLASTIMECA;;;;1;14;1154
DESCOURS & CABAUD PROLIANS SITE DE ROANNE * PROLIANS;Avenue de Lyon;42300;ROANNE;1;14;1175
FILTRAUTO SITE DE VIRE * SOGEFI;1, rue Charles Tellier;14500;VIRE;1;14;1178
ARCELOR MITTAL SITE D'HERICOURT * S2I DEVILLERS * DEVILLERS OXY;ZA Nord;70400;Héricourt;1;14;1185
SFAC LYON;6, quai Saint Antoine;69002;Lyon;1;14;1186
CERCA * AREVA;;26100;Romans;1;14;1208
DUFERCO COATING * BEAUTOR SORRAL;rue du stade;2800;Beautor;1;14;1213
MAGENTI MARELLI CHATELLERAULT;;;Chatellerault;1;14;1216
SEILA;62 rue Turbigo;75003;Paris;1;14;1217
ACI AUDIT CONSEIL INGENIERIE;19, rue des armuriers;42100;Saint-Etienne;1;14;1218
CARBONE LORRAINE;;;;1;14;1220
COSMA EXPERT * EXPENSE REDUCTION ANALYSTS * ERA;Kergoldec;56520;GUIDEL;1;14;1221
PCA MONTBÉLIARD;57, avenue du Général Leclerc;25218;Montbéliard;1;14;1231
LDE * LA DIFFUSION D'EMBALLAGES;37, quai Louis Blanc;3100;Montluçon;1;14;1233
ZF FONDERIE LORRAINE SAS;Rue de la RépubliqueGrosbliederstroff;57214;Sarreguemines Cedex;1;14;1237
FONDERIES ET ATELIERS SALIN SOCIETE NOUVELLE * BROUSSEVAL;;55500;Dammarie sur Saulx;1;14;1241
SOFLOG-TELIS YENNE;99, rue des Fleurs;73170;YENNE;1;14;1243
SBEI PELLETREAU CHATEAUROUX;6 avenue Pierre de Coubertin;36000;Chateauroux;1;14;1245
MECACHROME SITE AMBOISE;ZI de la BoitardièreRue de Saint Règle;37400;Amboise;1;14;1251
SERVICES 2I *PC SERVICES;;;;1;14;1253
BURKERT;;67220;TRIEMBACH-AU-VAL;1;14;1257
ARVIN MERITOR;;;;1;14;1260
MRC TRANSMARK FRANCE S.A. SITE DE CERGY;23, boulevard de l'Oise;95031;CERGY PONTOISE;1;14;1261
C2R TECHNOLOGIE;26 bis rue du Calvaire;35410;Domploup;1;14;1275
SNA EUROPE;ZI des Chaumes;18570;La Chapelle St Ursin;1;14;1282
DUPONT MECANIQUE;35, avenue du Château;95310;St Ouen l'Aumône;1;14;1284
BAKER & MCKENZIE;1, rue Paul Baudry;75008;Paris;1;14;1302
FONDERIE LORRAINE S.A.S.;;;;1;14;1306
ECE * ZODIAC;271, rue de château Musset;79000;Niort;1;14;1316
CARTONNAGES CARCIAL * CARCIAL;Z.A. des Petits Clais;18110;Saint Martin d'Auxigny;1;14;1317
EST TRADING;;;;1;14;1320
ALSTOM POWER SITE DE BELFORT;;;BELFORT;1;14;1322
DEFTA ESSOMES;48 Rue Jacques Fourrier;2400;ESSOMES SUR MARNE;1;14;1330
BAUZER INDUSTRIE * GMD;24 Rue Pierre Copel;42014;SAINT ETIENNE Cedex 2;1;14;1332
AREVA NP SIEGE PARIS;Tour Areva1, place Jean Millier;92084;Paris la Défense Cedex;1;14;1333
SNOP SITE DE BESANCON;Rue Edouard Belin;25006;BESANCON CEDEX;1;14;1342
METALLIUM;28, rue de la République;59360;Le Cateau;1;14;1348
MMI * MSB GROUP;7, impasse de la zone industrielle;71170;Chauffailles;1;14;1349
SIDEC;5, avenue de MeauxZI;77470;POINCY;1;14;1350
ZURFLUH-FELLER;45 grand rue;25150;AUTECHAUX ROIDE;1;14;1354
MERGER GEAR;;;Strasbourg;1;14;1356
ARNOLD MAGNETIC TECHNOLOGIES;;;;1;14;1362
CAPELEC * SIMONIN;;35540;MINIAC MORVAN;1;14;1369
SEYFERT EMBALL LIBERCOURT;6, rue de l'Egalité;62820;LIBERCOURT;1;14;1371
SINTEC;2, avenue de Bellevue;35235;THORIGNE-FOUILLARD;1;14;1373
HSBC - SUCCURSALE DE ST ETIENNE;42, Rue Gambetta;42000;Saint Etienne;1;14;1375
SOCIETE NOUVELLE DE TRAITEMENT DE SURFACE * SMT * SNTTS;256, rue Paul Dussart;59226;RUMEGIES;1;14;1386
STRATNET;31,rue de Ségur;75007;Paris;1;14;1391
SAINT ETIENNE METROPOLE;;42000;Saint Etienne;1;14;1393
CASSESE;ZI de VERNEUIL L'ETANG;77390;VERNEUIL L'ETANG;1;14;1400
TRANE SAS;1, rue des Amériques;88191;GOLBEY CEDEX;1;14;1402
PALUMBO;;;;1;14;1405
EDF UTO SITE DE NOISY LE GRAND;6 avenue MONTAIGNE;93192;NOISY LE GRAND CEDEX;1;14;1406
POLYSOUDE;2, rue Paul Beaupère;44300;NANTES;1;14;1408
G2 MECA CONCEPT;110, rue des Papillons;41200;ROMORANTIN;1;14;1411
OBJECTIF EMBALLAGES SIEGE;292, rue du Moulin;45560;SAINT DENIS EN VAL;1;14;1413
BU STAMPING;rte de Pouligney;25640;CHAUDEFONTAINE;1;14;1418
MONTUPET LAIGNEVILLE * LINAMAR;3, route de Nogent;60290;LAIGNEVILLE;1;14;1420
ADELI;10, rue du Colisée;75008;PARIS;1;14;1421
ESTOUR EMBALLAGES;Parc d'activité Mathias;26320;SAINT MARCEL LES VALENCE;1;14;1424
FRESSON;;33600;PEYSSAC;1;14;1439
STAUBLI CHASSIEU;;69680;CHASSIEU;1;14;1444
OXYLANE * DECATHLON;;;;1;14;1452
GRISET;rue Grand Pré;60870;VILLERS SAINT PAUL;1;14;1455
ANJAC;;69230;SAINT GENIS LAVAL;1;14;1457
SDCI;;78720;LA CELLE LES BORDES;1;14;1463
SOGEDEV;;;;1;14;1465
CARGLAS;Bd du BAB;64100;Bayonne;1;14;1466
SAS FRANCE;Z.I.;21210;SAULIEU;1;14;1467
BAYONNE AUTOMOBILES;Rond Point de Sutar;64100;Bayonne;1;14;1468
GRANDBLAISE * LEROY;;;EPINAL;1;14;1469
SOFLOG-TELIS AIX LES BAINS;1 rue Paul Doumer;73106;AIX LES BAINS;1;14;1470
SOFLOG-TELIS FLEURY LES AUBRAIS;103 rue de Curembourg;45403;FLEURY LES AUBRAIS;1;14;1471
ETM;Route de Paris;72470;Champagne;1;14;1473
CATERPILLAR FRANCE SITE DE GRENOBLE;40, avenue Léon Blum;38043;Cedex 9 - GRENOBLE;1;14;1480
RTP PRODUCTION;8 avenue Montgolfier;93370;MONTFERMEIL;1;14;1491
L'UNIVERS DE L'EMBALLAGE QUINGEY AGENCE DE BESANÇON * EPI;Les rives de la Loue;25440;QUINGEY;1;14;1494
APROPACK;Bel Air;43620;SAINT PAL DE MONS;1;14;1495
JULLIAN * L'UNIVERS DE L'EMBALLAGE AGENCE D'AVIGNON;;13550;NOVES;1;14;1499
DELPHI DIESEL AFTERMARKET SITE DE BLOIS;12-14, rue de l'Industrie;41010;BLOIS CEDEX;1;14;1503
MAGNA LORRAINE EMBOUTISSAGE SITE D'HENRIVILLE * MLE;Mégazone Départementale;57450;HENRIVILLE;1;14;1508
EMBAL'PAL'SERVICE;;;TARBES;1;14;1511
BBA EMBALLAGES SITE DE POITIERS * HUGUET THIBAULT;ZAE de Chalambert;86130;JAUNAY CLAN;1;14;1517
EMBALTEC NORMANDIE;ZI   Voie du Futur;27100;VAL DE REUIL;1;14;1524
SOMEVE;127 cours Caffarelli;14120;Mondeville;1;14;1525
AUTOLIV GOURNAY;avenue de l'Europe458 Zoning Industriel;76220;GOURNAY EN BRAY;1;14;1528
SNER;;27600;GAILLON;1;14;1529
ISS WORLD;12, rue Fructidor;75839;PARIS CEDEX 17;1;14;1530
LOGICBUY;;31;TOULOUSE;1;14;1531
DANRICK UDN * DEFTA;Les Terriers;61470;LE SAP;1;14;1532
UBIFRANCE;77, Boulevard Saint-Jacques;75014;Paris;1;14;1535
CB2D;1320 rue LarocheZA Laroche;33140;CADAUJAC;1;14;1536
ACHATS EMBALLAGES;ZI OUEST7 chemin de Thil;1700;St Maurice de Beynost;1;14;1545
OUEST EMBAL;;49700;DOUE LA FONTAINE;1;14;1548
EMBALLAGE SFE;3414, rue de la jeune fillezone de fret 4;95700;ROISSY;1;14;1552
SOCARBOIS;;;;1;14;1556
MECACORP * MECAPLAST;ZI des Paituotes;88100;SAINTE MARGUERITE;1;14;1561
LA FONDERIE CHAROLLAISE;La Framboise;71420;GENELARD;1;14;1564
ELECTROPOLI SITE DE SAINT GENIS;50, rue L&A LumièreTechnoparc;1630;SAINT GENIS POUILLY;1;14;1567
MECALIM;ZI de Beauregard5 rue Gustave Courbet;19100;BRIVE LA GAILLARDE;1;14;1568
SLAVI SAS;Avenue du Maréchal Juin;64100;Bayonne;1;14;1576
AUBERT ET DUVAL SITE D'ISSOIRE;Route de ClermontLe Piat;63500;ISSOIRE;1;14;1577
STB;;;;1;14;1578
V&M TUBES : TUBERIE DE SAINT SAULVE;BP 2Rue de Galibot;59880;SAINT SAULVE;1;14;1579
ASCO JOUCOMATIC;;28;;1;14;1583
TRW AUTOCRUISE;Technopôle Brest Iroiseavenue du Technopôle;29280;PLOUZANE;1;14;1584
COMBE SAVOIE EMBALLAGE * CSE;ZAC du Héron;73110;LA CROIX DE LA ROCHETTE;1;14;1585
BOUILHOL;14 rue Henri Castel;42400;SAINT CHAMOND;1;14;1588
ERTP HIBON;ZI de Roubaix Est2 rue du Trieu du Quesnoy;59390;TOUFFLERS;1;14;1589
CATERPILLAR FRANCE SITE D'ECHIROLLES;;38130;ECHIROLLES;1;14;1591
INOX OUEST * CHAUDRINOX;ZID Actiparc du Segréenrue de l'Echelette;49500;SAINT GEMMES D'ANDIGNE;1;14;1592
LISI AUTOMOTIVE DELLE;28, faubourg de Belfort;90101;DELLE;1;14;1593
SOFIDEEC;138, Bd Haussmann;75008;Paris;1;14;1595
HUMAN ROAD;9, avenue Victor HugoEspace Lamartine;69160;Tassin-la-Demi-Lune;1;14;1598
ALL SEASONS HONFLEUR;3, rue Traversière;14600;Honfleur;1;14;1599
ARGO PARTS FRANCE;Clos Saint Jeanrue Molière;52115;SAINT DIZIER;1;14;1601
BNP PARIBAS ST ETIENNE;2, rue Gerentet;42000;St Etienne;1;14;1604
PER EMBALLAGE * PROTECTION EMBALLAGE RECUPERATION;23 rue Lavoisier;69680;CHASSIEU;1;14;1605
AFNOR;;;;1;14;1606
DISTRIMPEX;Domaine de BarrelRoute de Mollégès;13210;Saint Rémy de Provence;1;14;1608
VAM DRILLING;62, rue de Leval;59620;AULNOYE AYMERIE;1;14;1610
WESTINGHOUSE ELECTRIQUE ORSAY;Orsay Parc Bâtiment Sequoia86, rue de Paris;91401;ORSAY CEDEX;1;14;1615
TECL CHATEAULIN * TRANSPORT EXPRESS CONSEIL ET LOGISTIQUE;ZI de Lospars;29150;CHATEAULIN;1;14;1619
PEUGEOT SCOOTERS;;;DANNEMARIE;1;14;1620
JAVAUX LEVEQUE;7, rue des RenardièresZA;21560;ARC SUR TILLE;1;14;1624
BROSE AUTOMOTIVE LA SUZE;Le Pré Sec;72210;LA SUZE SUR SARTHE;1;14;1632
SCIE;21 bis, rue Marc Seguin;77290;COMPANS;1;14;1638
LANGEL;10, rue Christiaan HuygensParc Lafayette;25000;BESANCON;1;14;1642
IHS;16 - 18, rue du 4 Septembre;75002;Paris;1;14;1646
LAMIFLEX;;;;1;14;1650
ASTAR;4, rue Alexandre Freund;68305;SAINT LOUIS CEDEX;1;14;1651
L&L PRODUCTS;1, rue LindbergZA Activeum;67129;MOLSHEIM CEDEX;1;14;1659
NETMAN EDF;FLAMANVILL 3MAG REC;50340;FLAMANVILLE;1;14;1661
SAFEM FONDERIE;Z.I. n°3;16340;LEISLE D'ESPAGNAC;1;14;1668
SATEC SERVICES;;;;1;14;1676
RENAULT CLEON;Route de Tourville;76410;CLEON;1;14;1677
ALTIA SITE DE CELLES SUR DUROLLE;Zone industrielle;63250;CELLES SUR DUROLLE;1;14;1680
CENPAC ARDENNES;;8;;1;14;1681
MECAPROTEC;34, boulevard Joffrery - B.P. 30204;31605;MURET CEDEX;1;14;1685
SCHNEIDER ELECTRIC SITE DE VILLEURBANNE;130 rue Léon Blum;69609;VILLEURBANNE;1;14;1686
CARTONNERIE DE MAUREPAS;;35;MEZIERE;1;14;1689
AFFIVAL;70, rue l'Abbaye;59730;SOLESMES;1;14;1695
METALIS SITE DE CHAUDEFONTAINE;Route de Pouligney;25640;CHAUDEFONTAINE;1;14;1696
HOTEL NIEL PARIS;11, rue Saussier Leroy;75017;Paris;1;14;1698
HOTEL MERCURE ARC DE TRIOMPHE WAGRAM;3, rue Brey;75017;Paris;1;14;1700
KPASSUR;13, rie Gustave Eiffel;33850;LEOGNAN;1;14;1701
CHAMPALLE;151, rue AmpèreZIles Bruyères;1960;PERONNAS;1;14;1703
FLOW CONTROL TECHNOLOGIES SITE DE VITROLLES * FCT;ZI  Estroublans23, avenue de Rome;13127;VITROLLES;1;14;1705
BARRIOL & DALLIERE INDUSTRIES * FARINIA;ZI sudrue Barthélémy Thimonier;42160;ANDREZIEUX BOUTHEON;1;14;1706
ROBERT BOSCH (FRANCE) SITE DE VENISSIEUX;91,bd Joliot Curie;69634;VENISSIEUX CEDEX;1;14;1707
SODETAL;110 route nationale;55310;TRONVILLE EN BARROIS;1;14;1710
L2 MECANIQUE;route de Silly;51490;BEINE NAUROY;1;14;1713
GACEC EVREUX;route de LouviersZI;27190;CONCHES EN OUCHE;1;14;1715
TESTARD SOCIETE NOUVELLE;46, rue de la Gare;41000;VILLEBAROU;1;14;1721
NORTENE TECHNOLOGIES SA;Avenue de la Rotonde;59;Lomme;1;14;1722
SOCARTO * CARTONNAGES;1, rue Gaston RamonZI des deux fontaines;57062;METZ CEDEX 02;1;14;1723
IUT BOURGES;63, Avenue de Lattre de Tassigny;18020;Bourges Cedex;1;14;1724
ARCELOR MITTAL SITE DE BOURG EN BRESSE;25, avenue de Lyon;1000;BOURG EN BRESSE;1;14;1744
SWAGELOK FRANCE OUEST;ZA Beauséjourrue de la gare du tram;35520;LA MEZIERE;1;14;1747
NEXTER MUNITIONS;Route de Villeneuve;18570;La Chapelle Saint Ursin Cedex;1;14;1748
MRVA;90, rue August AucourBP 90210;69657;Villefranche sur Saone;1;14;1753
PCA POISSY ACHATS;2-10, Boulevard de l'Europe;78092;Poissy Yvelines Cedex;1;14;1754
FP PLASTIQUES;2, rue de la Gare;69009;LYON;1;14;1759
LEROY SOMER MOTEURS * EMERSON;ZI DU PONTET;69360;ST SYMPHORIEN D'OZON;1;14;1762
FONDERIE DE GENTILLY;Jules Guesdes;91130;RIS ORANGIS;1;14;1768
MOTA;Avenue du DrouardZ.I. Les Paluds;13685;AUBAGNE;1;14;1778
CAMECA;29, quai des Grésillons;92622;GENNEVILLIERS CEDEX;1;14;1779
BESSE & AUPY;Zone Industrielle;24600;RBERAC;1;14;1782
CTCI;1 rue de l'artisanat;67440;SINGRIST;1;14;1783
EM2;180, rue du Tertre;44151;ANCENIS;1;14;1784
ENDEL BOCCARD;1, route de la MineChantier ERP;50340;FLAMANVILLE;1;14;1786
SOFRAFILM;contre-allée Le Bois Fleuri75-77 RN3;77410;CLAYE SOUILLY;1;14;1787
DIRECCTE RHONE ALPES (UT 42);11, rue Balay;42021;SAINT- ETIENNE;1;14;1788
METAL-X;645, route de la Dranse;74500;AMPHION LES BAINS;1;14;1790
AVENIR CONSEIL PLUS;3, ave Jean Rostand;64100;Bayonne;1;14;1791
SOTECH;;;;1;14;1792
MEDEF PAYS BASQUE;1, rue de DonzacBP 319;64103;Bayonne Cedex;1;14;1804
GAMBADE;ZAC du Golf;64200;BASSUSSARRY;1;14;1808
SFS INTEC;;26902;VALENCE CEDEX 9;1;14;1811
SFS INTEC;;26902;VALENCE CEDEX 9;1;14;1811
POUCHARD TUBES;1 à 15, rue du Cheval Blanc;93698;PANTIN;1;14;1812
SKF SLEWING BEARINGS SITE D'AVALLON;Route de VassyD 944;89204;AVALLON CEDEX;1;14;1816
ORTEC;;;;1;14;1818
ARTIFIL;ZA de l'aérodrome Chaumont Semoutiers;52000;SEMOUTIERS MONTSAON;1;14;1821
GRUPO ANTOLIN SITE DE GUYANCOURT;Immeuble Pluton4, parc Ariane;78280;GUYANCOURT;1;14;1825
DAMEN SHIPREPAIR BREST;Port de CommerceRue Emile de Carcaradec;29200;BREST;1;14;1833
BD MANAGEMENT * EUROCN;29, rue CondorcetDomaine de Entreprises   Bât 5010;38090;VAULX MILIEU;1;14;1837
ACMH;;14603;HONFLEUR;1;14;1842
AIRCELLE;Route du Pont VIII;76700;GONFREVILLE;1;14;1844
SOURIAU;ZAC3 rue du Vallon;94440;MAROLLES EN BRIE;1;14;1856
POLIGRAT;2,rue Saint Eloi;71300;Montceau Les Mines;1;14;1866
DERVAUX;ZI du BECAllée Ampère;42501;Le Chambon Feugerolles;1;14;1868
FOCAST PICARDIE;175, rue de la Magdeleine;2200;VILLENEUVE SAINT GERMAIN;1;14;1870
MICROTURBO;8, chemin du pont de Rupé;31019;Toulouse;1;14;1872
WALRAVEN BV;;;Mijdrecht;1;14;1875
WALRAVEN BV;;;Mijdrecht;1;14;1875
ERVENT;ZAC Haut Madererue Nicolas Appert;33140;VILLENAVE D'ORNON;1;14;1882
GIMAEX;;;ROANNE;1;14;1891
CONDI ATLANTIQUE;ZI OSERAYE;44390;PUCEUL;1;14;1893
GKN STROMAG SITE DE LA GUERCHE;Avenue de l'Europe;18150;LA GUERCHE SUR L'AUBOIS;1;14;1894
GKN STROMAG SITE DE LA GUERCHE;Avenue de l'Europe;18150;LA GUERCHE SUR L'AUBOIS;1;14;1894
VALLIER INUSTRY AGENCE COMMERCIALE DE LYON;24, rue de la Mouche;69540;IRIGNY;1;14;1895
CDO * CENTRE DE DÉCAPAGE ORLEANAIS;77, route d'Orléans;45380;CHANGY;1;14;1896
PULSE PLASTICS - FRANCE;La Chouannière;35310;Mordelles / Rennes;1;14;1898
SNCF;DPX P26   Centre de Précision14, rue Pierre Martin;35009;RENNES;1;14;1899
AUBERT ET DUVAL SITE D'IMPHY;Rue jean JAURES;58160;IMPHY;1;14;1900
SYMBIOFCELL;26, rue Henri Tarze;38000;GRENOBLE;1;14;1905
TECUMSEH SITE DE LA MURE;Zoning Industriel;38350;SAINT HONORE;1;14;1907
TECUMSEH SITE DE VAULX MILIEU;2, avenue Blaise Pascal;38090;VAULX MILIEU;1;14;1908
TECUMSEH SITE DE LA VERPILLIERE;Route de Lyon;38290;LA VERPILLIERE;1;14;1909
GPS ENTREPRISES;Parc D'Activité de Mathias;26 320;Saint Marcel Les Valence;1;14;1910
PROGRESS SAS;ZI des Bourguignons;84400;APT;1;14;1914
HELS SITE DE TEMPLEUVE * H.E.L.S.;81, rue de Bonnance;59242;TEMPLEUVE;1;14;1920
SIRA;ZAC de Valentin9, chemin des Maurapans;25870;Chatillon le Duc;1;14;1922
ROVITEX;2, route du Village;38110;ROCHETOIRIN;1;14;1923
DIVMI;Les trillers;3190;VAUX;1;14;1925
YARA SITE DE BORDEAUX;;33;;1;14;1929
DACHSER;8 rue Roland Garros;42160;ANDREZIEUX;1;14;1930
APERAM SITE D'IMPHY * ARCELOR;Rue Jean Jaurès;58160;IMPHY;1;14;1932
SARO;ZI Ouest;17700;SURGERES;1;14;1933
EYNARD ROBIN SITE FESSENHEIM;ZA Rue des Romains;68740;FESSENHEIM;1;14;1937
IDEAMARQUES;25, rue de Turin;75008;Paris;1;14;1941
AIR LIQUIDE VITRY SUR SEINE;18, rue Jules Guesde;94407;VITRY SUR SEINE;1;14;1943
MARET-MECA 21;ZAC des Terres d'orRoute de St Philibert;21220;GEVREY CHAMBERTIN;1;14;1946
DISTRIPACKAGING FRANCE;;;;1;14;1948
CARTONNAGE DE LA SCHLIFF;36 rte Rimbach;68500;Jungholtz;1;14;1950
ALSTOM TRANSPORT SITE D'ORNANS;7, avenue de Lattre de Tassigny;25290;ORNANS;1;14;1951
ZF NACAM SITE DE VENDOME;2, route de Blois;41100;VENDÔME;1;14;1952
IBRE;5, rue Henri Cavallier;89100;SENS;1;14;1953
SÉCHILIENNE SIDEC;Immeuble Le Monge22 place des Vosges;92400;COURBEVOIE;1;14;1960
JEFMAG;41, boulevard des Marchandises;85260;L'Hébergement;1;14;1962
AE STUDIO GRAPHISME;Pôle de service - Espace Technologique J. BertinAv du 1er Mai;40220;Tarnos;1;14;1963
CEIDEX;4, rue Léon FoucaultZ.I. Mitry Compans;77290;MITRY MORY;1;14;1964
WARTSILA FRANCE SITE DE SURGERES;ZI LA COMBE;17700;SURGERES;1;14;1970
CARTONNAGES TURQUET BOS;Rue des Hortensias;60110;AMBLAINVILLE;1;14;1973
MAAGTECHNIC SAS;22, avenue du Pont-Tasset;74960;MEYTHET;1;14;1981
DOUGÉ FORMATION CONSEIL;Allée des Semences;49400;SAUMUR;1;14;1982
SUD MOTEURS;2, boulevard des bassins de radoub;13213;MARSEILLE Cdex 02;1;14;1997
DECOLLETAGE DE LA GARENNE;6, rue de la Garenne;25290;ORNANS;1;14;2000
LECOUFLE * PROLIANS;"Route de Beaumont hagueZ.A. ""Le Lucas""";50120;EQUEURDREVILLE;1;14;2022
IDEA EMBALLAGE SITE DE ST NAZAIRE;ZAC de Cadréan;44550;MONTOIR DE BRETAGNE;1;14;2023
FEDERAL MOGUL SITE DE NOYON FRICTION PRODUCTS;205 rue Europe;60400;NOYON;1;14;2024
FEVI * FABRICATION ET ETUDE DE VENTILATEURS INDUSTRIELS;rue Beausoleil;14290;LA VESPIERE;1;14;2029
MANITOWOC;;3;MOULINS;1;14;2038
CARTONNAGES D'ALFORT;Hameau Replonges;77510;VERDELOT;1;14;2047
ASSYSTEM E&OS POUR EDF;;50340;FLAMANVILLE;1;14;2051
LEROY SOMER MOTEURS * EMERSON;Quai UAPZ.I. Rabion;16000;ANGOULEME;1;14;2056
BIPACK FRANCE;275, rue du bois RageauZI Est;45100;AMILLY;1;14;2057
ESI * EMBALLAGES SOLUTIONS INDUSTRIELLES;706 rue Gustave EIffel;54710;FLEVILLE-Dt-NANCY;1;14;2063
FROIS EMBALLAGES;77, rue Jean-Baptiste Castaing;64340;BOUCAU;1;14;2064
BARRAS TECHNOLOGIES SITE DE MANOSQUE * ADF;ZI Saint Joseph;4100;MANOSQUE;1;14;2082
TECHNITOILE;16, chemin de la petite ville;44570;TRIGNAC;1;14;2083
ALTIPA;17, avenue Corentin Cariou;75019;PARIS;1;14;2087
IKO NIPPON THOMPSON * NIPPON;2, rue de la HayeRoissypôle Le Dôme;95733;ROISSY CDG CEDEX;1;14;2097
FAURECIA SITE DE BAINS SUR OUST;Les Landes de Tournebride;35600;Bains sur Oust;1;14;2100
EDF GROUPE MAINTENANCE HYDRAULIQUE EST SITE D'OTTMARSHEIM;5, rue de l'île;68490;Ottmarsheim;1;14;2105
SLCT;"Lieu dit ""Haut Pont""Rue de Metz";57 650;FONTOY;1;14;2106
SAFECHEM;50, route de Strasbourg;67118;GEISPOLSHEIM;1;14;2107
CONDAT LUBRIFIANTS;Avenue Frédéric Mistral;38670;CHASSE SUR RHONE;1;14;2111
DOUCE HYDRO;;;;1;14;2113
FONDERIES DE SAINT DIZIER * FSD;38, rue Waldeck Rousseau;52100;SAINT DIZIER;1;14;2116
LIEBHERR MINING EQUIPMENT SITE DE COLMAR;49, rue Frédéric Hartmann;68025;COLMAR;1;14;2122
CHIMIMECA SITE DE CHASSIEU;42, rue Ampère;69680;CHASSIEU;1;14;2135
EMERSON PROCESS MANAGEMENT S.A. SITE DE CERNAY;8, rue Paul Baudry;68700;CERNAY;1;14;2138
MAHLE AFTERMARKET SITE DE POISSY;33 - 35 rue Charles Edouard Jeanneret;78306;POISSY;1;14;2143
ARCELOR MITTAL SITE DE VITRY LE FRANCOIS;ZI Vitry MarollesBP 20010;51301;VITRY LE FRANCOIS;1;14;2145
ROSSMANN ALSACE;La Vancelle Gare;67602;SELESTAT CEDEX;1;14;2149
ISS WORLD SITE DE TOULOUSE;;;;1;14;2150
TIMKEN FRANCE SITE DE COLMAR;2, rue Timken;68002;COLMAR CEDEX;1;14;2152
TIMKEN FRANCE SITE DE STRASBOURG;6 - 12 rue de Bastia;67100;STRASBOURG;1;14;2153
EDF LE TEMPLE SUR LOT;Lagazaille;47110;Le Temple Sur Lot;1;14;2166
NCS SCHLUMBERGER;170, rue de la République;68502;GUEBWILLER CEDEX;1;14;2172
ISOTOOLS LYON;26 Rue Benoît Bennier;69260;Charbonnières-les-Bains;1;14;2181
CIPRES SAS;191, rue de BelfortImmeuble ORION;25005;Besançon Cedex 3;1;14;2196
EXXON MOBIL;Plateforme de Gravenchon;76330;Notre Dame de Gravenchon;1;14;2198
HONEYWELL GARRETT SITE DE THAON * GARRETT;2, rue de l'Avenir;88150;THAON LES VOSGES;1;14;2201
